num_nodes,num_edges,cascade_size,tree_depth,in_degrees,out_degrees,propagation_delay,reaction_times,betweenness_centrality,closeness_centrality,filename
9,9,8,2,"{'ROOT': 0, '524943490887991296': 2, '524943652138016768': 1, '524943686032175104': 1, '524943794702401536': 1, '524944020276256768': 1, '524944680971415552': 1, '524944687053152256': 1, '524945168277852160': 1}","{'ROOT': 1, '524943490887991296': 8, '524943652138016768': 0, '524943686032175104': 0, '524943794702401536': 0, '524944020276256768': 0, '524944680971415552': 0, '524944687053152256': 0, '524945168277852160': 0}",487.95,[487.95],"{'ROOT': 0.0, '524943490887991296': 0.125, '524943652138016768': 0.0, '524943686032175104': 0.0, '524943794702401536': 0.0, '524944020276256768': 0.0, '524944680971415552': 0.0, '524944687053152256': 0.0, '524945168277852160': 0.0}","{'ROOT': 0.0, '524943490887991296': 0.125, '524943652138016768': 0.16666666666666666, '524943686032175104': 0.16666666666666666, '524943794702401536': 0.16666666666666666, '524944020276256768': 0.16666666666666666, '524944680971415552': 0.16666666666666666, '524944687053152256': 0.16666666666666666, '524945168277852160': 0.16666666666666666}",524943490887991296.txt
10,13,9,2,"{'ROOT': 0, '524944399890124801': 3, '524945108291297280': 1, '524945130113863680': 1, '524945376911314945': 1, '524946532416884736': 2, '524946767209459712': 1, '524946868887756801': 1, '524948893633871872': 2, '524952198170836992': 1}","{'ROOT': 1, '524944399890124801': 9, '524945108291297280': 0, '524945130113863680': 0, '524945376911314945': 0, '524946532416884736': 1, '524946767209459712': 0, '524946868887756801': 0, '524948893633871872': 1, '524952198170836992': 1}",553.62,[553.62],"{'ROOT': 0.0, '524944399890124801': 0.20833333333333331, '524945108291297280': 0.0, '524945130113863680': 0.0, '524945376911314945': 0.0, '524946532416884736': 0.0, '524946767209459712': 0.0, '524946868887756801': 0.0, '524948893633871872': 0.0, '524952198170836992': 0.0}","{'ROOT': 0.0, '524944399890124801': 0.2222222222222222, '524945108291297280': 0.19999999999999998, '524945130113863680': 0.19999999999999998, '524945376911314945': 0.19999999999999998, '524946532416884736': 0.2962962962962963, '524946767209459712': 0.19999999999999998, '524946868887756801': 0.19999999999999998, '524948893633871872': 0.2962962962962963, '524952198170836992': 0.14814814814814814}",524944399890124801.txt
13,18,12,3,"{'ROOT': 0, '524947674164760577': 6, '524947899982290944': 1, '524952276109373442': 1, '524952396259409920': 1, '524952460897828865': 1, '524953683172524032': 1, '524955418955902976': 1, '524956642454941696': 1, '524959514995724288': 2, '524961467431665664': 1, '524962626615664640': 1, '524962753036185600': 1}","{'ROOT': 1, '524947674164760577': 11, '524947899982290944': 0, '524952276109373442': 0, '524952396259409920': 0, '524952460897828865': 0, '524953683172524032': 0, '524955418955902976': 0, '524956642454941696': 0, '524959514995724288': 2, '524961467431665664': 2, '524962626615664640': 1, '524962753036185600': 1}",164.43,"[164.43, 7.75]","{'ROOT': 0.0, '524947674164760577': 0.3712121212121212, '524947899982290944': 0.0, '524952276109373442': 0.0, '524952396259409920': 0.0, '524952460897828865': 0.0, '524953683172524032': 0.0, '524955418955902976': 0.0, '524956642454941696': 0.0, '524959514995724288': 0.030303030303030304, '524961467431665664': 0.0, '524962626615664640': 0.0, '524962753036185600': 0.0}","{'ROOT': 0.0, '524947674164760577': 0.4166666666666667, '524947899982290944': 0.2727272727272727, '524952276109373442': 0.2727272727272727, '524952396259409920': 0.2727272727272727, '524952460897828865': 0.2727272727272727, '524953683172524032': 0.2727272727272727, '524955418955902976': 0.2727272727272727, '524956642454941696': 0.2727272727272727, '524959514995724288': 0.2604166666666667, '524961467431665664': 0.17361111111111113, '524962626615664640': 0.2314814814814815, '524962753036185600': 0.2314814814814815}",524947674164760577.txt
19,22,18,3,"{'ROOT': 0, '524952883343925249': 3, '524953204224962560': 2, '524954074262011904': 2, '524954311395405824': 1, '524954362448449537': 1, '524954368324288512': 1, '524954461349752832': 1, '524954684994629633': 1, '524954878138155008': 1, '524954979736379392': 1, '524956203294941184': 1, '524956639883837441': 1, '524959159377080320': 1, '524959930928070656': 1, '524960241340141568': 1, '524961388532228098': 1, '524961842603388928': 1, '525019382490361856': 1}","{'ROOT': 1, '524952883343925249': 15, '524953204224962560': 0, '524954074262011904': 2, '524954311395405824': 0, '524954362448449537': 0, '524954368324288512': 1, '524954461349752832': 0, '524954684994629633': 0, '524954878138155008': 0, '524954979736379392': 0, '524956203294941184': 0, '524956639883837441': 1, '524959159377080320': 0, '524959930928070656': 1, '524960241340141568': 0, '524961388532228098': 0, '524961842603388928': 0, '525019382490361856': 1}",1165.42,"[1165.42, 3.1899999999999995, 1.2300000000000004, 259.5]","{'ROOT': 0.0, '524952883343925249': 0.10784313725490197, '524953204224962560': 0.0, '524954074262011904': 0.022875816993464054, '524954311395405824': 0.0, '524954362448449537': 0.0, '524954368324288512': 0.0, '524954461349752832': 0.0, '524954684994629633': 0.0, '524954878138155008': 0.0, '524954979736379392': 0.0, '524956203294941184': 0.0, '524956639883837441': 0.0, '524959159377080320': 0.0, '524959930928070656': 0.00980392156862745, '524960241340141568': 0.0, '524961388532228098': 0.0, '524961842603388928': 0.0, '525019382490361856': 0.0}","{'ROOT': 0.0, '524952883343925249': 0.1111111111111111, '524953204224962560': 0.14814814814814814, '524954074262011904': 0.14814814814814814, '524954311395405824': 0.09999999999999999, '524954362448449537': 0.09999999999999999, '524954368324288512': 0.07407407407407407, '524954461349752832': 0.09999999999999999, '524954684994629633': 0.09999999999999999, '524954878138155008': 0.12626262626262627, '524954979736379392': 0.09999999999999999, '524956203294941184': 0.09999999999999999, '524956639883837441': 0.09999999999999999, '524959159377080320': 0.09999999999999999, '524959930928070656': 0.09999999999999999, '524960241340141568': 0.09876543209876543, '524961388532228098': 0.09999999999999999, '524961842603388928': 0.09999999999999999, '525019382490361856': 0.09876543209876543}",524952883343925249.txt
19,19,18,3,"{'ROOT': 0, '524959809402331137': 2, '524959988956291074': 1, '524960004529737728': 1, '524960034305114113': 1, '524960097563590656': 1, '524960144632070145': 1, '524960144858554368': 1, '524960151871447040': 1, '524960156669726720': 1, '524960274156371968': 1, '524960359388823552': 1, '524960409602650113': 1, '524960862248132608': 1, '524960933211168770': 1, '524960960227078144': 1, '524961297721749505': 1, '524961643688890368': 1, '524985774224048129': 1}","{'ROOT': 1, '524959809402331137': 17, '524959988956291074': 0, '524960004529737728': 0, '524960034305114113': 1, '524960097563590656': 0, '524960144632070145': 0, '524960144858554368': 0, '524960151871447040': 0, '524960156669726720': 0, '524960274156371968': 0, '524960359388823552': 0, '524960409602650113': 0, '524960862248132608': 0, '524960933211168770': 0, '524960960227078144': 0, '524961297721749505': 0, '524961643688890368': 0, '524985774224048129': 0}",659.18,"[659.18, 102.28]","{'ROOT': 0.0, '524959809402331137': 0.05555555555555556, '524959988956291074': 0.0, '524960004529737728': 0.0, '524960034305114113': 0.006535947712418301, '524960097563590656': 0.0, '524960144632070145': 0.0, '524960144858554368': 0.0, '524960151871447040': 0.0, '524960156669726720': 0.0, '524960274156371968': 0.0, '524960359388823552': 0.0, '524960409602650113': 0.0, '524960862248132608': 0.0, '524960933211168770': 0.0, '524960960227078144': 0.0, '524961297721749505': 0.0, '524961643688890368': 0.0, '524985774224048129': 0.0}","{'ROOT': 0.0, '524959809402331137': 0.05555555555555555, '524959988956291074': 0.07407407407407407, '524960004529737728': 0.07407407407407407, '524960034305114113': 0.07407407407407407, '524960097563590656': 0.07407407407407407, '524960144632070145': 0.07407407407407407, '524960144858554368': 0.07407407407407407, '524960151871447040': 0.07407407407407407, '524960156669726720': 0.07407407407407407, '524960274156371968': 0.07407407407407407, '524960359388823552': 0.07407407407407407, '524960409602650113': 0.07407407407407407, '524960862248132608': 0.07407407407407407, '524960933211168770': 0.07407407407407407, '524960960227078144': 0.07407407407407407, '524961297721749505': 0.07407407407407407, '524961643688890368': 0.07407407407407407, '524985774224048129': 0.08333333333333333}",524959809402331137.txt
7,7,6,2,"{'ROOT': 0, '524962142563610625': 2, '524962753099075584': 1, '524963251181076481': 1, '524964642406535168': 1, '524968425685516288': 1, '524975109023735808': 1}","{'ROOT': 1, '524962142563610625': 6, '524962753099075584': 0, '524963251181076481': 0, '524964642406535168': 0, '524968425685516288': 0, '524975109023735808': 0}",223.13,[223.13],"{'ROOT': 0.0, '524962142563610625': 0.16666666666666666, '524962753099075584': 0.0, '524963251181076481': 0.0, '524964642406535168': 0.0, '524968425685516288': 0.0, '524975109023735808': 0.0}","{'ROOT': 0.0, '524962142563610625': 0.16666666666666666, '524962753099075584': 0.2222222222222222, '524963251181076481': 0.2222222222222222, '524964642406535168': 0.2222222222222222, '524968425685516288': 0.2222222222222222, '524975109023735808': 0.2222222222222222}",524962142563610625.txt
6,6,5,2,"{'ROOT': 0, '524965775036387329': 2, '524972195978964993': 1, '524974387125317633': 1, '525005729938554882': 1, '525015279387299840': 1}","{'ROOT': 1, '524965775036387329': 5, '524972195978964993': 0, '524974387125317633': 0, '525005729938554882': 0, '525015279387299840': 0}",722.08,[722.08],"{'ROOT': 0.0, '524965775036387329': 0.2, '524972195978964993': 0.0, '524974387125317633': 0.0, '525005729938554882': 0.0, '525015279387299840': 0.0}","{'ROOT': 0.0, '524965775036387329': 0.2, '524972195978964993': 0.26666666666666666, '524974387125317633': 0.26666666666666666, '525005729938554882': 0.26666666666666666, '525015279387299840': 0.26666666666666666}",524965775036387329.txt
8,8,7,3,"{'ROOT': 0, '524966904885428226': 2, '524966987169292288': 1, '524967134339022848': 1, '524967761110650880': 1, '524969813865545729': 1, '524973660311154688': 1, '524977090140315648': 1}","{'ROOT': 1, '524966904885428226': 6, '524966987169292288': 1, '524967134339022848': 0, '524967761110650880': 0, '524969813865545729': 0, '524973660311154688': 0, '524977090140315648': 0}",1273.85,"[1273.85, 0.5800000000000001]","{'ROOT': 0.0, '524966904885428226': 0.14285714285714285, '524966987169292288': 0.047619047619047616, '524967134339022848': 0.0, '524967761110650880': 0.0, '524969813865545729': 0.0, '524973660311154688': 0.0, '524977090140315648': 0.0}","{'ROOT': 0.0, '524966904885428226': 0.14285714285714285, '524966987169292288': 0.19047619047619047, '524967134339022848': 0.21428571428571427, '524967761110650880': 0.19047619047619047, '524969813865545729': 0.19047619047619047, '524973660311154688': 0.19047619047619047, '524977090140315648': 0.19047619047619047}",524966904885428226.txt
16,16,15,2,"{'ROOT': 0, '524969201102901248': 2, '524970364771000320': 1, '524970440285249536': 1, '524971066943602688': 1, '524971262071033857': 1, '524971350881218560': 1, '524971630678642688': 1, '524972839078985728': 1, '524975741306298368': 1, '524975896432611328': 1, '524976794198638592': 1, '524979444881313792': 1, '524983303599054850': 1, '524986499411226624': 1, '524989506509103105': 1}","{'ROOT': 1, '524969201102901248': 15, '524970364771000320': 0, '524970440285249536': 0, '524971066943602688': 0, '524971262071033857': 0, '524971350881218560': 0, '524971630678642688': 0, '524972839078985728': 0, '524975741306298368': 0, '524975896432611328': 0, '524976794198638592': 0, '524979444881313792': 0, '524983303599054850': 0, '524986499411226624': 0, '524989506509103105': 0}",2573.27,[2573.27],"{'ROOT': 0.0, '524969201102901248': 0.06666666666666668, '524970364771000320': 0.0, '524970440285249536': 0.0, '524971066943602688': 0.0, '524971262071033857': 0.0, '524971350881218560': 0.0, '524971630678642688': 0.0, '524972839078985728': 0.0, '524975741306298368': 0.0, '524975896432611328': 0.0, '524976794198638592': 0.0, '524979444881313792': 0.0, '524983303599054850': 0.0, '524986499411226624': 0.0, '524989506509103105': 0.0}","{'ROOT': 0.0, '524969201102901248': 0.06666666666666667, '524970364771000320': 0.08888888888888888, '524970440285249536': 0.08888888888888888, '524971066943602688': 0.08888888888888888, '524971262071033857': 0.08888888888888888, '524971350881218560': 0.08888888888888888, '524971630678642688': 0.08888888888888888, '524972839078985728': 0.08888888888888888, '524975741306298368': 0.08888888888888888, '524975896432611328': 0.08888888888888888, '524976794198638592': 0.08888888888888888, '524979444881313792': 0.08888888888888888, '524983303599054850': 0.08888888888888888, '524986499411226624': 0.08888888888888888, '524989506509103105': 0.08888888888888888}",524969201102901248.txt
14,17,13,2,"{'ROOT': 0, '524975705206304769': 4, '524975791688654850': 1, '524975857778298880': 1, '524975908432928768': 1, '524975967073488896': 1, '524976050481422336': 1, '524976240051367937': 1, '524976291905552385': 1, '524976422377775104': 1, '524976564405276672': 1, '524976661058826240': 1, '524976772535037952': 2, '524977527362953218': 1}","{'ROOT': 1, '524975705206304769': 13, '524975791688654850': 0, '524975857778298880': 0, '524975908432928768': 0, '524975967073488896': 0, '524976050481422336': 1, '524976240051367937': 1, '524976291905552385': 0, '524976422377775104': 0, '524976564405276672': 0, '524976661058826240': 0, '524976772535037952': 1, '524977527362953218': 0}",455.02,[455.02],"{'ROOT': 0.0, '524975705206304769': 0.21794871794871795, '524975791688654850': 0.0, '524975857778298880': 0.0, '524975908432928768': 0.0, '524975967073488896': 0.0, '524976050481422336': 0.0, '524976240051367937': 0.0, '524976291905552385': 0.0, '524976422377775104': 0.0, '524976564405276672': 0.0, '524976661058826240': 0.0, '524976772535037952': 0.0, '524977527362953218': 0.0}","{'ROOT': 0.0, '524975705206304769': 0.23076923076923078, '524975791688654850': 0.17582417582417584, '524975857778298880': 0.17582417582417584, '524975908432928768': 0.17582417582417584, '524975967073488896': 0.17582417582417584, '524976050481422336': 0.13846153846153847, '524976240051367937': 0.13846153846153847, '524976291905552385': 0.17582417582417584, '524976422377775104': 0.17582417582417584, '524976564405276672': 0.17582417582417584, '524976661058826240': 0.17582417582417584, '524976772535037952': 0.17582417582417584, '524977527362953218': 0.17582417582417584}",524975705206304769.txt
7,7,6,2,"{'ROOT': 0, '524980744658382848': 2, '524981867876212736': 1, '524983145394110464': 1, '524990946497531905': 1, '525001263922937857': 1, '525043841490251776': 1}","{'ROOT': 1, '524980744658382848': 6, '524981867876212736': 0, '524983145394110464': 0, '524990946497531905': 0, '525001263922937857': 0, '525043841490251776': 0}",389.23,[389.23],"{'ROOT': 0.0, '524980744658382848': 0.16666666666666666, '524981867876212736': 0.0, '524983145394110464': 0.0, '524990946497531905': 0.0, '525001263922937857': 0.0, '525043841490251776': 0.0}","{'ROOT': 0.0, '524980744658382848': 0.16666666666666666, '524981867876212736': 0.2222222222222222, '524983145394110464': 0.2222222222222222, '524990946497531905': 0.2222222222222222, '525001263922937857': 0.2222222222222222, '525043841490251776': 0.2222222222222222}",524980744658382848.txt
6,6,5,3,"{'ROOT': 0, '524995771587108864': 2, '525008964409638912': 1, '525015793374101506': 1, '525036307173879808': 1, '525299114922496000': 1}","{'ROOT': 1, '524995771587108864': 4, '525008964409638912': 0, '525015793374101506': 0, '525036307173879808': 1, '525299114922496000': 0}",1205.38,"[309.32, 1044.3100000000002]","{'ROOT': 0.0, '524995771587108864': 0.2, '525008964409638912': 0.0, '525015793374101506': 0.0, '525036307173879808': 0.1, '525299114922496000': 0.0}","{'ROOT': 0.0, '524995771587108864': 0.2, '525008964409638912': 0.26666666666666666, '525015793374101506': 0.26666666666666666, '525036307173879808': 0.26666666666666666, '525299114922496000': 0.3}",524995771587108864.txt
19,33,18,3,"{'ROOT': 0, '525019752507658240': 13, '525020363357683712': 1, '525020543603703809': 1, '525020658972258305': 1, '525020978485940226': 1, '525021127702106112': 1, '525022123426086912': 1, '525022127255482368': 1, '525022226668855296': 1, '525022402217271296': 1, '525022456059547648': 1, '525022674599555072': 1, '525023449262333952': 1, '525023827513069568': 2, '525026201103265792': 1, '525035607329099776': 1, '525065680849481730': 1, '525404621280641024': 3}","{'ROOT': 1, '525019752507658240': 17, '525020363357683712': 1, '525020543603703809': 2, '525020658972258305': 1, '525020978485940226': 2, '525021127702106112': 0, '525022123426086912': 1, '525022127255482368': 0, '525022226668855296': 1, '525022402217271296': 0, '525022456059547648': 0, '525022674599555072': 0, '525023449262333952': 1, '525023827513069568': 1, '525026201103265792': 1, '525035607329099776': 1, '525065680849481730': 1, '525404621280641024': 2}",31087.1,"[31087.1, 10.940000000000001, 1526.1899999999998]","{'ROOT': 0.0, '525019752507658240': 0.6666666666666667, '525020363357683712': 0.0, '525020543603703809': 0.0, '525020658972258305': 0.0, '525020978485940226': 0.0, '525021127702106112': 0.0, '525022123426086912': 0.0, '525022127255482368': 0.0, '525022226668855296': 0.0, '525022402217271296': 0.0, '525022456059547648': 0.0, '525022674599555072': 0.0, '525023449262333952': 0.0392156862745098, '525023827513069568': 0.0, '525026201103265792': 0.05228758169934641, '525035607329099776': 0.0, '525065680849481730': 0.0, '525404621280641024': 0.0032679738562091504}","{'ROOT': 0.0, '525019752507658240': 0.6706349206349207, '525020363357683712': 0.3611111111111111, '525020543603703809': 0.3611111111111111, '525020658972258305': 0.3611111111111111, '525020978485940226': 0.3611111111111111, '525021127702106112': 0.3888888888888889, '525022123426086912': 0.3611111111111111, '525022127255482368': 0.3888888888888889, '525022226668855296': 0.3611111111111111, '525022402217271296': 0.3888888888888889, '525022456059547648': 0.3888888888888889, '525022674599555072': 0.3888888888888889, '525023449262333952': 0.3755555555555556, '525023827513069568': 0.3755555555555556, '525026201103265792': 0.26080246913580246, '525035607329099776': 0.3611111111111111, '525065680849481730': 0.3611111111111111, '525404621280641024': 0.39120370370370366}",525019752507658240.txt
10,10,9,2,"{'ROOT': 0, '525023025792835585': 2, '525024498999783424': 1, '525024680613511169': 1, '525025685820030976': 1, '525025735338381313': 1, '525028433106309121': 1, '525032806288601088': 1, '525040225441951744': 1, '525049296794574850': 1}","{'ROOT': 1, '525023025792835585': 9, '525024498999783424': 0, '525024680613511169': 0, '525025685820030976': 0, '525025735338381313': 0, '525028433106309121': 0, '525032806288601088': 0, '525040225441951744': 0, '525049296794574850': 0}",10409.05,[10409.05],"{'ROOT': 0.0, '525023025792835585': 0.1111111111111111, '525024498999783424': 0.0, '525024680613511169': 0.0, '525025685820030976': 0.0, '525025735338381313': 0.0, '525028433106309121': 0.0, '525032806288601088': 0.0, '525040225441951744': 0.0, '525049296794574850': 0.0}","{'ROOT': 0.0, '525023025792835585': 0.1111111111111111, '525024498999783424': 0.14814814814814814, '525024680613511169': 0.14814814814814814, '525025685820030976': 0.14814814814814814, '525025735338381313': 0.14814814814814814, '525028433106309121': 0.14814814814814814, '525032806288601088': 0.14814814814814814, '525040225441951744': 0.14814814814814814, '525049296794574850': 0.14814814814814814}",525023025792835585.txt
9,10,8,2,"{'ROOT': 0, '525025279803424768': 3, '525026519790284800': 1, '525029987855122432': 1, '525030036911689728': 1, '525031054537936897': 1, '525032961310482432': 1, '525032985738084352': 1, '525036532013727744': 1}","{'ROOT': 1, '525025279803424768': 8, '525026519790284800': 0, '525029987855122432': 0, '525030036911689728': 0, '525031054537936897': 0, '525032961310482432': 0, '525032985738084352': 1, '525036532013727744': 0}",436.23,[436.23],"{'ROOT': 0.0, '525025279803424768': 0.23214285714285712, '525026519790284800': 0.0, '525029987855122432': 0.0, '525030036911689728': 0.0, '525031054537936897': 0.0, '525032961310482432': 0.0, '525032985738084352': 0.0, '525036532013727744': 0.0}","{'ROOT': 0.0, '525025279803424768': 0.25, '525026519790284800': 0.22499999999999998, '525029987855122432': 0.22499999999999998, '525030036911689728': 0.22499999999999998, '525031054537936897': 0.22499999999999998, '525032961310482432': 0.22499999999999998, '525032985738084352': 0.16666666666666666, '525036532013727744': 0.22499999999999998}",525025279803424768.txt
10,10,9,2,"{'ROOT': 0, '525025463648137216': 2, '525026071457300480': 1, '525026196451782656': 1, '525026551411519488': 1, '525027171321282560': 1, '525027625329508352': 1, '525029708384468994': 1, '525031063178211330': 1, '525032025238294528': 1}","{'ROOT': 1, '525025463648137216': 9, '525026071457300480': 0, '525026196451782656': 0, '525026551411519488': 0, '525027171321282560': 0, '525027625329508352': 0, '525029708384468994': 0, '525031063178211330': 0, '525032025238294528': 0}",193.47,[193.47],"{'ROOT': 0.0, '525025463648137216': 0.1111111111111111, '525026071457300480': 0.0, '525026196451782656': 0.0, '525026551411519488': 0.0, '525027171321282560': 0.0, '525027625329508352': 0.0, '525029708384468994': 0.0, '525031063178211330': 0.0, '525032025238294528': 0.0}","{'ROOT': 0.0, '525025463648137216': 0.1111111111111111, '525026071457300480': 0.14814814814814814, '525026196451782656': 0.14814814814814814, '525026551411519488': 0.14814814814814814, '525027171321282560': 0.14814814814814814, '525027625329508352': 0.14814814814814814, '525029708384468994': 0.14814814814814814, '525031063178211330': 0.14814814814814814, '525032025238294528': 0.14814814814814814}",525025463648137216.txt
6,6,5,2,"{'ROOT': 0, '525028734991343617': 2, '525030166687670272': 1, '525032614697385984': 1, '525034956691869696': 1, '525036486337757185': 1}","{'ROOT': 1, '525028734991343617': 5, '525030166687670272': 0, '525032614697385984': 0, '525034956691869696': 0, '525036486337757185': 0}",1020.67,[1020.67],"{'ROOT': 0.0, '525028734991343617': 0.2, '525030166687670272': 0.0, '525032614697385984': 0.0, '525034956691869696': 0.0, '525036486337757185': 0.0}","{'ROOT': 0.0, '525028734991343617': 0.2, '525030166687670272': 0.26666666666666666, '525032614697385984': 0.26666666666666666, '525034956691869696': 0.26666666666666666, '525036486337757185': 0.26666666666666666}",525028734991343617.txt
4,4,3,2,"{'ROOT': 0, '525049639016615937': 2, '525053884029763585': 1, '525063388934967298': 1}","{'ROOT': 1, '525049639016615937': 3, '525053884029763585': 0, '525063388934967298': 0}",750.47,[750.47],"{'ROOT': 0.0, '525049639016615937': 0.3333333333333333, '525053884029763585': 0.0, '525063388934967298': 0.0}","{'ROOT': 0.0, '525049639016615937': 0.3333333333333333, '525053884029763585': 0.4444444444444444, '525063388934967298': 0.4444444444444444}",525049639016615937.txt
13,20,12,2,"{'ROOT': 0, '525056576038518785': 7, '525057081515061248': 1, '525057102306222083': 2, '525057109910495232': 1, '525058373591367680': 1, '525058435361292288': 1, '525059328685133824': 1, '525062334302412800': 1, '525066880219115520': 1, '525070716807688192': 1, '525072231022333953': 1, '525080429410664448': 2}","{'ROOT': 1, '525056576038518785': 12, '525057081515061248': 0, '525057102306222083': 1, '525057109910495232': 1, '525058373591367680': 1, '525058435361292288': 0, '525059328685133824': 0, '525062334302412800': 0, '525066880219115520': 1, '525070716807688192': 1, '525072231022333953': 1, '525080429410664448': 1}",764.88,"[764.88, 92.7]","{'ROOT': 0.0, '525056576038518785': 0.46212121212121215, '525057081515061248': 0.0, '525057102306222083': 0.0, '525057109910495232': 0.0, '525058373591367680': 0.0, '525058435361292288': 0.0, '525059328685133824': 0.0, '525062334302412800': 0.0, '525066880219115520': 0.0, '525070716807688192': 0.0, '525072231022333953': 0.0, '525080429410664448': 0.0}","{'ROOT': 0.0, '525056576038518785': 0.5, '525057081515061248': 0.3141025641025641, '525057102306222083': 0.38095238095238093, '525057109910495232': 0.2727272727272727, '525058373591367680': 0.2727272727272727, '525058435361292288': 0.3141025641025641, '525059328685133824': 0.3141025641025641, '525062334302412800': 0.3141025641025641, '525066880219115520': 0.2727272727272727, '525070716807688192': 0.2727272727272727, '525072231022333953': 0.2727272727272727, '525080429410664448': 0.38095238095238093}",525056576038518785.txt
5,5,4,2,"{'ROOT': 0, '525058976376193024': 2, '525070492395261953': 1, '525083768500264961': 1, '525113495319502848': 1}","{'ROOT': 1, '525058976376193024': 4, '525070492395261953': 0, '525083768500264961': 0, '525113495319502848': 0}",702.75,[702.75],"{'ROOT': 0.0, '525058976376193024': 0.25, '525070492395261953': 0.0, '525083768500264961': 0.0, '525113495319502848': 0.0}","{'ROOT': 0.0, '525058976376193024': 0.25, '525070492395261953': 0.3333333333333333, '525083768500264961': 0.3333333333333333, '525113495319502848': 0.3333333333333333}",525058976376193024.txt
20,20,19,3,"{'ROOT': 0, '525060425184858112': 2, '525060525282320386': 1, '525060529908637696': 1, '525060532156772352': 1, '525060539551326208': 1, '525060541803687936': 1, '525060545926660096': 1, '525060679272001537': 1, '525060901137702913': 1, '525061045870551040': 1, '525061437224648704': 1, '525061628078067712': 1, '525061709518888960': 1, '525061831229210624': 1, '525061994504671234': 1, '525062377713455104': 1, '525062454372757504': 1, '525072756191547393': 1, '525083549284966400': 1}","{'ROOT': 1, '525060425184858112': 16, '525060525282320386': 0, '525060529908637696': 0, '525060532156772352': 0, '525060539551326208': 0, '525060541803687936': 0, '525060545926660096': 0, '525060679272001537': 1, '525060901137702913': 0, '525061045870551040': 0, '525061437224648704': 2, '525061628078067712': 0, '525061709518888960': 0, '525061831229210624': 0, '525061994504671234': 0, '525062377713455104': 0, '525062454372757504': 0, '525072756191547393': 0, '525083549284966400': 0}",1906.87,"[1906.87, 4.030000000000001, 44.980000000000004, 90.88]","{'ROOT': 0.0, '525060425184858112': 0.05263157894736842, '525060525282320386': 0.0, '525060529908637696': 0.0, '525060532156772352': 0.0, '525060539551326208': 0.0, '525060541803687936': 0.0, '525060545926660096': 0.0, '525060679272001537': 0.005847953216374269, '525060901137702913': 0.0, '525061045870551040': 0.0, '525061437224648704': 0.011695906432748537, '525061628078067712': 0.0, '525061709518888960': 0.0, '525061831229210624': 0.0, '525061994504671234': 0.0, '525062377713455104': 0.0, '525062454372757504': 0.0, '525072756191547393': 0.0, '525083549284966400': 0.0}","{'ROOT': 0.0, '525060425184858112': 0.05263157894736842, '525060525282320386': 0.07017543859649122, '525060529908637696': 0.07017543859649122, '525060532156772352': 0.07017543859649122, '525060539551326208': 0.07017543859649122, '525060541803687936': 0.07017543859649122, '525060545926660096': 0.07017543859649122, '525060679272001537': 0.07017543859649122, '525060901137702913': 0.07017543859649122, '525061045870551040': 0.07017543859649122, '525061437224648704': 0.07017543859649122, '525061628078067712': 0.07017543859649122, '525061709518888960': 0.07017543859649122, '525061831229210624': 0.07017543859649122, '525061994504671234': 0.07017543859649122, '525062377713455104': 0.07017543859649122, '525062454372757504': 0.07894736842105263, '525072756191547393': 0.07894736842105263, '525083549284966400': 0.07894736842105263}",525060425184858112.txt
